id,title,main_picture,alternative_titles,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,genres,media_type,status,num_episodes
52991,Sousou no Frieren,"{""medium"": ""https://cdn.myanimelist.net/images/anime/1015/138006.jpg"", ""large"": ""https://cdn.myanimelist.net/images/anime/1015/138006l.jpg""}","{""synonyms"": [""Frieren at the Funeral"", ""Frieren The Slayer""], ""en"": ""Frieren: Beyond Journey's End"", ""ja"": ""\u846c\u9001\u306e\u30d5\u30ea\u30fc\u30ec\u30f3""}",2023-09-29,2024-03-22,"During their decade-long quest to defeat the Demon King, the members of the hero's party—Himmel himself, the priest Heiter, the dwarf warrior Eisen, and the elven mage Frieren—forge bonds through adventures and battles, creating unforgettable precious memories for most of them.

However, the time that Frieren spends with her comrades is equivalent to merely a fraction of her life, which has lasted over a thousand years. When the party disbands after their victory, Frieren casually returns to her ""usual"" routine of collecting spells across the continent. Due to her different sense of time, she seemingly holds no strong feelings toward the experiences she went through.

As the years pass, Frieren gradually realizes how her days in the hero's party truly impacted her. Witnessing the deaths of two of her former companions, Frieren begins to regret having taken their presence for granted; she vows to better understand humans and create real personal connections. Although the story of that once memorable journey has long ended, a new tale is about to begin.

[Written by MAL Rewrite]",9.31,1,156,1065722,624327,"[{""id"": 2, ""name"": ""Adventure""}, {""id"": 8, ""name"": ""Drama""}, {""id"": 10, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Shounen""}]",tv,finished_airing,28
5114,Fullmetal Alchemist: Brotherhood,"{""medium"": ""https://cdn.myanimelist.net/images/anime/1208/94745.jpg"", ""large"": ""https://cdn.myanimelist.net/images/anime/1208/94745l.jpg""}","{""synonyms"": [""Hagane no Renkinjutsushi: Fullmetal Alchemist"", ""Fullmetal Alchemist (2009)"", ""FMA"", ""FMAB""], ""en"": ""Fullmetal Alchemist: Brotherhood"", ""ja"": ""\u92fc\u306e\u932c\u91d1\u8853\u5e2b FULLMETAL ALCHEMIST""}",2009-04-05,2010-07-04,"After a horrific alchemy experiment goes wrong in the Elric household, brothers Edward and Alphonse are left in a catastrophic new reality. Ignoring the alchemical principle banning human transmutation, the boys attempted to bring their recently deceased mother back to life. Instead, they suffered brutal personal loss: Alphonse's body disintegrated while Edward lost a leg and then sacrificed an arm to keep Alphonse's soul in the physical realm by binding it to a hulking suit of armor.

The brothers are rescued by their neighbor Pinako Rockbell and her granddaughter Winry. Known as a bio-mechanical engineering prodigy, Winry creates prosthetic limbs for Edward by utilizing ""automail,"" a tough, versatile metal used in robots and combat armor. After years of training, the Elric brothers set off on a quest to restore their bodies by locating the Philosopher's Stone—a powerful gem that allows an alchemist to defy the traditional laws of Equivalent Exchange.

As Edward becomes an infamous alchemist and gains the nickname ""Fullmetal,"" the boys' journey embroils them in a growing conspiracy that threatens the fate of the world.

[Written by MAL Rewrite]",9.1,2,3,3497034,2204122,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 8, ""name"": ""Drama""}, {""id"": 10, ""name"": ""Fantasy""}, {""id"": 38, ""name"": ""Military""}, {""id"": 27, ""name"": ""Shounen""}]",tv,finished_airing,64
9253,Steins;Gate,"{""medium"": ""https://cdn.myanimelist.net/images/anime/1935/127974.jpg"", ""large"": ""https://cdn.myanimelist.net/images/anime/1935/127974l.jpg""}","{""synonyms"": [], ""en"": ""Steins;Gate"", ""ja"": ""STEINS;GATE""}",2011-04-06,2011-09-14,"Eccentric scientist Rintarou Okabe has a never-ending thirst for scientific exploration. Together with his ditzy but well-meaning friend Mayuri Shiina and his roommate Itaru Hashida, Okabe founds the Future Gadget Laboratory in the hopes of creating technological innovations that baffle the human psyche. Despite claims of grandeur, the only notable ""gadget"" the trio have created is a microwave that has the mystifying power to turn bananas into green goo.

However, when Okabe attends a conference on time travel, he experiences a series of strange events that lead him to believe that there is more to the ""Phone Microwave"" gadget than meets the eye. Apparently able to send text messages into the past using the microwave, Okabe dabbles further with the ""time machine,"" attracting the ire and attention of the mysterious organization SERN.

Due to the novel discovery, Okabe and his friends find themselves in an ever-present danger. As he works to mitigate the damage his invention has caused to the timeline, Okabe fights a battle to not only save his loved ones but also to preserve his degrading sanity.

[Written by MAL Rewrite]",9.07,3,14,2678636,1455010,"[{""id"": 8, ""name"": ""Drama""}, {""id"": 40, ""name"": ""Psychological""}, {""id"": 24, ""name"": ""Sci-Fi""}, {""id"": 41, ""name"": ""Suspense""}, {""id"": 78, ""name"": ""Time Travel""}]",tv,finished_airing,24
38524,Shingeki no Kyojin Season 3 Part 2,"{""medium"": ""https://cdn.myanimelist.net/images/anime/1517/100633.jpg"", ""large"": ""https://cdn.myanimelist.net/images/anime/1517/100633l.jpg""}","{""synonyms"": [], ""en"": ""Attack on Titan Season 3 Part 2"", ""ja"": ""\u9032\u6483\u306e\u5de8\u4eba Season3 Part.2""}",2019-04-29,2019-07-01,"Seeking to restore humanity's diminishing hope, the Survey Corps embark on a mission to retake Wall Maria, where the battle against the merciless ""Titans"" takes the stage once again.

Returning to the tattered Shiganshina District that was once his home, Eren Yeager and the Corps find the town oddly unoccupied by Titans. Even after the outer gate is plugged, they strangely encounter no opposition. The mission progresses smoothly until Armin Arlert, highly suspicious of the enemy's absence, discovers distressing signs of a potential scheme against them. 

Shingeki no Kyojin Season 3 Part 2 follows Eren as he vows to take back everything that was once his. Alongside him, the Survey Corps strive—through countless sacrifices—to carve a path towards victory and uncover the secrets locked away in the Yeager family's basement.

[Written by MAL Rewrite]",9.05,4,21,2421029,1679610,"[{""id"": 1, ""name"": ""Action""}, {""id"": 8, ""name"": ""Drama""}, {""id"": 58, ""name"": ""Gore""}, {""id"": 38, ""name"": ""Military""}, {""id"": 27, ""name"": ""Shounen""}, {""id"": 76, ""name"": ""Survival""}, {""id"": 41, ""name"": ""Suspense""}]",tv,finished_airing,10
60022,One Piece Fan Letter,"{""medium"": ""https://cdn.myanimelist.net/images/anime/1455/146229.jpg"", ""large"": ""https://cdn.myanimelist.net/images/anime/1455/146229l.jpg""}","{""synonyms"": [], ""en"": """", ""ja"": ""ONE PIECE FAN LETTER""}",2024-10-20,2024-10-20,"Although the golden age of piracy is about to reach new heights, most people do not seek the glory of finding the elusive One Piece—a treasure signifying a new conqueror of all seas that was once embodied by the legendary King of the Pirates, Gol D. Roger. However, even if civilians generally despise pirates, they secretly cheer for at least one of them. 

One red-headed girl from Sabaody Archipelago is no exception: She reveres Nami, the ingenious female navigator of Monkey D. Luffy's Straw Hat crew. Determined to deliver a fan letter to her idol, the Sabaody child is prepared to challenge forces of authority who strive to prevent Luffy and his friends from departing for their next destination: the New World. But to succeed, Nami's fan may need to risk her life and interfere with the Marines' plans, potentially causing devastating consequences for the wider world.

[Written by MAL Rewrite]",9.05,5,2268,97931,73555,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 10, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Shounen""}]",tv_special,finished_airing,1
28977,Gintama°,"{""medium"": ""https://cdn.myanimelist.net/images/anime/3/72078.jpg"", ""large"": ""https://cdn.myanimelist.net/images/anime/3/72078l.jpg""}","{""synonyms"": [""Gintama' (2015)""], ""en"": ""Gintama Season 4"", ""ja"": ""\u9280\u9b42\u00b0""}",2015-04-08,2016-03-30,"Gintoki, Shinpachi, and Kagura return as the fun-loving but broke members of the Yorozuya team! Living in an alternate-reality Edo, where swords are prohibited and alien overlords have conquered Japan, they try to thrive on doing whatever work they can get their hands on. However, Shinpachi and Kagura still haven't been paid... Does Gin-chan really spend all that cash playing pachinko?

Meanwhile, when Gintoki drunkenly staggers home one night, an alien spaceship crashes nearby. A fatally injured crew member emerges from the ship and gives Gintoki a strange, clock-shaped device, warning him that it is incredibly powerful and must be safeguarded. Mistaking it for his alarm clock, Gintoki proceeds to smash the device the next morning and suddenly discovers that the world outside his apartment has come to a standstill. With Kagura and Shinpachi at his side, he sets off to get the device fixed; though, as usual, nothing is ever that simple for the Yorozuya team.

Filled with tongue-in-cheek humor and moments of heartfelt emotion, Gintama's fourth season finds Gintoki and his friends facing both their most hilarious misadventures and most dangerous crises yet.

[Written by MAL Rewrite]",9.05,6,345,659327,261384,"[{""id"": 1, ""name"": ""Action""}, {""id"": 4, ""name"": ""Comedy""}, {""id"": 57, ""name"": ""Gag Humor""}, {""id"": 13, ""name"": ""Historical""}, {""id"": 20, ""name"": ""Parody""}, {""id"": 21, ""name"": ""Samurai""}, {""id"": 24, ""name"": ""Sci-Fi""}, {""id"": 27, ""name"": ""Shounen""}]",tv,finished_airing,51
39486,Gintama: The Final,"{""medium"": ""https://cdn.myanimelist.net/images/anime/1245/116760.webp"", ""large"": ""https://cdn.myanimelist.net/images/anime/1245/116760l.webp""}","{""synonyms"": [], ""en"": ""Gintama: The Very Final"", ""ja"": ""\u9280\u9b42 THE FINAL""}",2021-01-08,2021-01-08,"Two years have passed following the Tendoshuu's invasion of the O-Edo Central Terminal. Since then, the Yorozuya have gone their separate ways. Foreseeing Utsuro's return, Gintoki Sakata begins surveying Earth's ley lines for traces of the other man's Altana. After an encounter with the remnants of the Tendoshuu—who continue to press on in search of immortality—Gintoki returns to Edo.

Later, the regrouped Shinsengumi and Yorozuya begin an attack on the occupied Central Terminal. With the Altana harvested by the wreckage of the Tendoshuu's ship in danger of detonating, the Yorozuya and their allies fight their enemies while the safety of Edo—and the rest of the world—hangs in the balance. Fulfilling the wishes of their teacher, Shouyou Yoshida's former students unite and relive their pasts one final time in an attempt to save their futures.

[Written by MAL Rewrite]
",9.04,7,1539,164837,78618,"[{""id"": 1, ""name"": ""Action""}, {""id"": 4, ""name"": ""Comedy""}, {""id"": 8, ""name"": ""Drama""}, {""id"": 57, ""name"": ""Gag Humor""}, {""id"": 13, ""name"": ""Historical""}, {""id"": 20, ""name"": ""Parody""}, {""id"": 21, ""name"": ""Samurai""}, {""id"": 24, ""name"": ""Sci-Fi""}, {""id"": 27, ""name"": ""Shounen""}]",movie,finished_airing,1
11061,Hunter x Hunter (2011),"{""medium"": ""https://cdn.myanimelist.net/images/anime/1337/99013.webp"", ""large"": ""https://cdn.myanimelist.net/images/anime/1337/99013l.webp""}","{""synonyms"": [""HxH (2011)""], ""en"": ""Hunter x Hunter"", ""ja"": ""HUNTER\u00d7HUNTER\uff08\u30cf\u30f3\u30bf\u30fc\u00d7\u30cf\u30f3\u30bf\u30fc\uff09""}",2011-10-02,2014-09-24,"Hunters devote themselves to accomplishing hazardous tasks, all from traversing the world's uncharted territories to locating rare items and monsters. Before becoming a Hunter, one must pass the Hunter Examination—a high-risk selection process in which most applicants end up handicapped or worse, deceased.

Ambitious participants who challenge the notorious exam carry their own reason. What drives 12-year-old Gon Freecss is finding Ging, his father and a Hunter himself. Believing that he will meet his father by becoming a Hunter, Gon takes the first step to walk the same path.

During the Hunter Examination, Gon befriends the medical student Leorio Paladiknight, the vindictive Kurapika, and ex-assassin Killua Zoldyck. While their motives vastly differ from each other, they band together for a common goal and begin to venture into a perilous world.

[Written by MAL Rewrite]",9.03,8,8,2995922,1861023,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 10, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Shounen""}]",tv,finished_airing,148
9969,Gintama',"{""medium"": ""https://cdn.myanimelist.net/images/anime/4/50361.webp"", ""large"": ""https://cdn.myanimelist.net/images/anime/4/50361l.webp""}","{""synonyms"": [""Gintama (2011)""], ""en"": ""Gintama Season 2"", ""ja"": ""\u9280\u9b42'""}",2011-04-04,2012-03-26,"After a one-year hiatus, Shinpachi Shimura returns to Edo, only to stumble upon a shocking surprise: Gintoki and Kagura, his fellow Yorozuya members, have become completely different characters! Fleeing from the Yorozuya headquarters in confusion, Shinpachi finds that all the denizens of Edo have undergone impossibly extreme changes, in both appearance and personality. Most unbelievably, his sister Otae has married the Shinsengumi chief and shameless stalker Isao Kondou and is pregnant with their first child.

Bewildered, Shinpachi agrees to join the Shinsengumi at Otae and Kondou's request and finds even more startling transformations afoot both in and out of the ranks of the the organization. However, discovering that Vice Chief Toushirou Hijikata has remained unchanged, Shinpachi and his unlikely Shinsengumi ally set out to return the city of Edo to how they remember it.

With even more dirty jokes, tongue-in-cheek parodies, and shameless references, Gintama' follows the Yorozuya team through more of their misadventures in the vibrant, alien-filled world of Edo.

[Written by MAL Rewrite]",9.02,9,402,582912,246738,"[{""id"": 1, ""name"": ""Action""}, {""id"": 4, ""name"": ""Comedy""}, {""id"": 57, ""name"": ""Gag Humor""}, {""id"": 13, ""name"": ""Historical""}, {""id"": 20, ""name"": ""Parody""}, {""id"": 21, ""name"": ""Samurai""}, {""id"": 24, ""name"": ""Sci-Fi""}, {""id"": 27, ""name"": ""Shounen""}]",tv,finished_airing,51
15417,Gintama': Enchousen,"{""medium"": ""https://cdn.myanimelist.net/images/anime/1452/123686.webp"", ""large"": ""https://cdn.myanimelist.net/images/anime/1452/123686l.webp""}","{""synonyms"": [""Gintama' (2012)"", ""Gintama' Overdrive"", ""Kintama""], ""en"": ""Gintama: Enchousen"", ""ja"": ""\u9280\u9b42' \u5ef6\u9577\u6226""}",2012-10-04,2013-03-28,"While Gintoki Sakata was away, the Yorozuya found themselves a new leader: Kintoki, Gintoki's golden-haired doppelganger. In order to regain his former position, Gintoki will need the help of those around him, a troubling feat when no one can remember him! Between Kintoki and Gintoki, who will claim the throne as the main character?

In addition, Yorozuya make a trip back down to red-light district of Yoshiwara to aid an elderly courtesan in her search for her long-lost lover. Although the district is no longer in chains beneath the earth's surface, the trio soon learn of the tragic backstories of Yoshiwara's inhabitants that still haunt them. With flashback after flashback, this quest has Yorozuya witnessing everlasting love and protecting it as best they can with their hearts and souls.

[Written by MAL Rewrite]",9.02,10,758,339423,171793,"[{""id"": 1, ""name"": ""Action""}, {""id"": 4, ""name"": ""Comedy""}, {""id"": 57, ""name"": ""Gag Humor""}, {""id"": 13, ""name"": ""Historical""}, {""id"": 20, ""name"": ""Parody""}, {""id"": 21, ""name"": ""Samurai""}, {""id"": 24, ""name"": ""Sci-Fi""}, {""id"": 27, ""name"": ""Shounen""}]",tv,finished_airing,13
820,Ginga Eiyuu Densetsu,"{""medium"": ""https://cdn.myanimelist.net/images/anime/1976/142016.webp"", ""large"": ""https://cdn.myanimelist.net/images/anime/1976/142016l.webp""}","{""synonyms"": [""LoGH"", ""LotGH"", ""Gin'eiden"", ""GinEiDen"", ""Heldensagen Vom Kosmosinsel""], ""en"": ""Legend of the Galactic Heroes"", ""ja"": ""\u9280\u6cb3\u82f1\u96c4\u4f1d\u8aac""}",1988-01-08,1997-03-17,"The 150-year-long stalemate between the two interstellar superpowers, the Galactic Empire and the Free Planets Alliance, comes to an end when a new generation of leaders arises: the idealistic military genius Reinhard von Lohengramm, and the FPA's reserved historian, Yang Wenli.

While Reinhard climbs the ranks of the Empire with the aid of his childhood friend, Siegfried Kircheis, he must fight not only the war, but also the remnants of the crumbling Goldenbaum Dynasty in order to free his sister from the Kaiser and unify humanity under one genuine ruler. Meanwhile, on the other side of the galaxy, Yang—a strong supporter of democratic ideals—has to stand firm in his beliefs, despite the struggles of the FPA, and show his pupil, Julian Mintz, that autocracy is not the solution.

As ideologies clash amidst the war's many casualties, the two strategic masterminds must ask themselves what the real reason behind their battle is.

[Written by MAL Rewrite]",9.01,11,759,339192,82807,"[{""id"": 50, ""name"": ""Adult Cast""}, {""id"": 8, ""name"": ""Drama""}, {""id"": 38, ""name"": ""Military""}, {""id"": 24, ""name"": ""Sci-Fi""}, {""id"": 29, ""name"": ""Space""}]",ova,finished_airing,110
41467,Bleach: Sennen Kessen-hen,"{""medium"": ""https://cdn.myanimelist.net/images/anime/1908/135431.jpg"", ""large"": ""https://cdn.myanimelist.net/images/anime/1908/135431l.jpg""}","{""synonyms"": [""Bleach: Thousand-Year Blood War Arc""], ""en"": ""Bleach: Thousand-Year Blood War"", ""ja"": ""BLEACH \u5343\u5e74\u8840\u6226\u7bc7""}",2022-10-11,2022-12-27,"Substitute Soul Reaper Ichigo Kurosaki spends his days fighting against Hollows, dangerous evil spirits that threaten Karakura Town. Ichigo carries out his quest with his closest allies: Orihime Inoue, his childhood friend with a talent for healing; Yasutora Sado, his high school classmate with superhuman strength; and Uryuu Ishida, Ichigo's Quincy rival.

Ichigo's vigilante routine is disrupted by the sudden appearance of Asguiaro Ebern, a dangerous Arrancar who heralds the return of Yhwach, an ancient Quincy king. Yhwach seeks to reignite the historic blood feud between Soul Reaper and Quincy, and he sets his sights on erasing both the human world and the Soul Society for good.

Yhwach launches a two-pronged invasion into both the Soul Society and Hueco Mundo, the home of Hollows and Arrancar. In retaliation, Ichigo and his friends must fight alongside old allies and enemies alike to end Yhwach's campaign of carnage before the world itself comes to an end.

[Written by MAL Rewrite]",9.0,12,370,622721,330472,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Shounen""}, {""id"": 37, ""name"": ""Supernatural""}]",tv,finished_airing,13
34096,Gintama.,"{""medium"": ""https://cdn.myanimelist.net/images/anime/3/83528.webp"", ""large"": ""https://cdn.myanimelist.net/images/anime/3/83528l.webp""}","{""synonyms"": [""Gintama (2017)""], ""en"": ""Gintama Season 5"", ""ja"": ""\u9280\u9b42\u3002""}",2017-01-09,2017-03-27,"After joining the resistance against the bakufu, Gintoki and the gang are in hiding, along with Katsura and his Joui rebels. The Yorozuya is soon approached by Nobume Imai and two members of the Kiheitai, who explain that the Harusame pirates have turned against 7th Division Captain Kamui and their former ally Takasugi. The Kiheitai present Gintoki with a job: find Takasugi, who has been missing since his ship was ambushed in a Harusame raid. Nobume also makes a stunning revelation regarding the Tendoushuu, a secret organization pulling the strings of numerous factions, and their leader Utsuro, the shadowy figure with an uncanny resemblance to Gintoki's former teacher.

Hitching a ride on Sakamoto's space ship, the Yorozuya and Katsura set out for Rakuyou, Kagura's home planet, where the various factions have gathered and tensions are brewing. Long-held grudges, political infighting, and the Tendoushuu's sinister overarching plan finally culminate into a massive, decisive battle on Rakuyou.

[Written by MAL Rewrite]",8.98,13,786,329548,152459,"[{""id"": 1, ""name"": ""Action""}, {""id"": 4, ""name"": ""Comedy""}, {""id"": 57, ""name"": ""Gag Humor""}, {""id"": 13, ""name"": ""Historical""}, {""id"": 20, ""name"": ""Parody""}, {""id"": 21, ""name"": ""Samurai""}, {""id"": 24, ""name"": ""Sci-Fi""}, {""id"": 27, ""name"": ""Shounen""}]",tv,finished_airing,12
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,"{""medium"": ""https://cdn.myanimelist.net/images/anime/1160/122627.jpg"", ""large"": ""https://cdn.myanimelist.net/images/anime/1160/122627l.jpg""}","{""synonyms"": [""Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen 3rd Season"", ""Kaguya-sama: Love is War Season 3rd Season""], ""en"": ""Kaguya-sama: Love is War -Ultra Romantic-"", ""ja"": ""\u304b\u3050\u3084\u69d8\u306f\u544a\u3089\u305b\u305f\u3044-\u30a6\u30eb\u30c8\u30e9\u30ed\u30de\u30f3\u30c6\u30a3\u30c3\u30af-""}",2022-04-09,2022-06-25,"The elite members of Shuchiin Academy's student council continue their competitive day-to-day antics. Council president Miyuki Shirogane clashes daily against vice-president Kaguya Shinomiya, each fighting tooth and nail to trick the other into confessing their romantic love. Kaguya struggles within the strict confines of her wealthy, uptight family, rebelling against her cold default demeanor as she warms to Shirogane and the rest of her friends.

Meanwhile, council treasurer Yuu Ishigami suffers under the weight of his hopeless crush on Tsubame Koyasu, a popular upperclassman who helps to instill a new confidence in him. Miko Iino, the newest student council member, grows closer to the rule-breaking Ishigami while striving to overcome her own authoritarian moral code.

As love further blooms at Shuchiin Academy, the student council officers drag their outsider friends into increasingly comedic conflicts.

[Written by MAL Rewrite]
",8.98,14,168,1015900,576625,"[{""id"": 4, ""name"": ""Comedy""}, {""id"": 22, ""name"": ""Romance""}, {""id"": 23, ""name"": ""School""}, {""id"": 42, ""name"": ""Seinen""}]",tv,finished_airing,13
42938,Fruits Basket: The Final,"{""medium"": ""https://cdn.myanimelist.net/images/anime/1085/114792.jpg"", ""large"": ""https://cdn.myanimelist.net/images/anime/1085/114792l.jpg""}","{""synonyms"": [""Fruits Basket 3rd Season"", ""Fruits Basket (2019) 3rd Season"", ""Furuba""], ""en"": ""Fruits Basket: The Final Season"", ""ja"": ""\u30d5\u30eb\u30fc\u30c4\u30d0\u30b9\u30b1\u30c3\u30c8 The Final""}",2021-04-06,2021-06-29,"Hundreds of years ago, the Chinese zodiac spirits and their god swore to stay together eternally. United by this promise, the possessed members of the Souma family shall always return to each other under any circumstances. Yet, when these bonds shackle them from freedom, it becomes an undesirable burden—a curse. As head of the clan, Akito is convinced that he shares a special connection with the other Soumas. While he desperately clings to this fantasy, the rest of the family remains isolated and suppressed by the fear of punishment.

Tooru Honda, who has grown attached to the Soumas, is determined to break the chains that bind them. Her companionship with the family and her friends encourages her to move forward with lifting the curse. However, due to confounding revelations, she struggles to find the tenacity to continue her endeavors. With time slowly withering away, Tooru contends with an uncertain future in hopes of reaching the tranquility that may lie beyond all this commotion.

[Written by MAL Rewrite]",8.95,15,457,518650,257894,"[{""id"": 8, ""name"": ""Drama""}, {""id"": 22, ""name"": ""Romance""}, {""id"": 25, ""name"": ""Shoujo""}, {""id"": 37, ""name"": ""Supernatural""}]",tv,finished_airing,13
4181,Clannad: After Story,"{""medium"": ""https://cdn.myanimelist.net/images/anime/1299/110774.webp"", ""large"": ""https://cdn.myanimelist.net/images/anime/1299/110774l.webp""}","{""synonyms"": [], ""en"": ""Clannad: After Story"", ""ja"": ""CLANNAD\u301cAFTER STORY\u301c \u30af\u30e9\u30ca\u30c9 \u30a2\u30d5\u30bf\u30fc\u30b9\u30c8\u30fc\u30ea\u30fc""}",2008-10-03,2009-03-27,"Tomoya Okazaki and Nagisa Furukawa have graduated from high school, and together, they experience the emotional rollercoaster of growing up. Unable to decide on a course for his future, Tomoya learns the value of a strong work ethic and discovers the strength of Nagisa's support. Through the couple's dedication and unity of purpose, they push forward to confront their personal problems, deepen their old relationships, and create new bonds.

Time also moves on in the Illusionary World. As the plains grow cold with the approach of winter, the Illusionary Girl and the Garbage Doll are presented with a difficult situation that reveals the World's true purpose.

[Written by MAL Rewrite]",8.93,16,120,1235012,678100,"[{""id"": 8, ""name"": ""Drama""}, {""id"": 22, ""name"": ""Romance""}]",tv,finished_airing,24
918,Gintama,"{""medium"": ""https://cdn.myanimelist.net/images/anime/10/73274.webp"", ""large"": ""https://cdn.myanimelist.net/images/anime/10/73274l.webp""}","{""synonyms"": [""Gin Tama"", ""Silver Soul"", ""Yorinuki Gintama-san""], ""en"": ""Gintama"", ""ja"": ""\u9280\u9b42""}",2006-04-04,2010-03-25,"Edo is a city that was home to the vigor and ambition of samurai across the country. However, following feudal Japan's surrender to powerful aliens known as the ""Amanto,"" those aspirations now seem unachievable. With the once-influential shogunate rebuilt as a puppet government, a new law is passed that promptly prohibits all swords in public. 

Enter Gintoki Sakata, an eccentric silver-haired man who always carries around a wooden sword and maintains his stature as a samurai despite the ban. As the founder of Yorozuya, a small business for odd jobs, Gintoki often embarks on endeavors to help other people—though usually in rather strange and unforeseen ways. 

Assisted by Shinpachi Shimura, a boy with glasses supposedly learning the way of the samurai; Kagura, a tomboyish girl with superhuman strength and an endless appetite; and Sadaharu, their giant pet dog who loves biting on people's heads, the Yorozuya encounter anything from alien royalty to scuffles with local gangs in the ever-changing world of Edo.

[Written by MAL Rewrite]",8.93,17,145,1107225,409152,"[{""id"": 1, ""name"": ""Action""}, {""id"": 4, ""name"": ""Comedy""}, {""id"": 57, ""name"": ""Gag Humor""}, {""id"": 13, ""name"": ""Historical""}, {""id"": 20, ""name"": ""Parody""}, {""id"": 21, ""name"": ""Samurai""}, {""id"": 24, ""name"": ""Sci-Fi""}, {""id"": 27, ""name"": ""Shounen""}]",tv,finished_airing,201
28851,Koe no Katachi,"{""medium"": ""https://cdn.myanimelist.net/images/anime/1122/96435.jpg"", ""large"": ""https://cdn.myanimelist.net/images/anime/1122/96435l.jpg""}","{""synonyms"": [""The Shape of Voice""], ""en"": ""A Silent Voice"", ""ja"": ""\u8072\u306e\u5f62""}",2016-09-17,2016-09-17,"As a wild youth, elementary school student Shouya Ishida sought to beat boredom in the cruelest ways. When the deaf Shouko Nishimiya transfers into his class, Shouya and the rest of his class thoughtlessly bully her for fun. However, when her mother notifies the school, he is singled out and blamed for everything done to her. With Shouko transferring out of the school, Shouya is left at the mercy of his classmates. He is heartlessly ostracized all throughout elementary and middle school, while teachers turn a blind eye.

Now in his third year of high school, Shouya is still plagued by his wrongdoings as a young boy. Sincerely regretting his past actions, he sets out on a journey of redemption: to meet Shouko once more and make amends.

Koe no Katachi tells the heartwarming tale of Shouya's reunion with Shouko and his honest attempts to redeem himself, all while being continually haunted by the shadows of his past.
 
[Written by MAL Rewrite]",8.93,18,20,2458545,1696075,"[{""id"": 46, ""name"": ""Award Winning""}, {""id"": 8, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Shounen""}]",movie,finished_airing,1
35180,3-gatsu no Lion 2nd Season,"{""medium"": ""https://cdn.myanimelist.net/images/anime/3/88469.jpg"", ""large"": ""https://cdn.myanimelist.net/images/anime/3/88469l.jpg""}","{""synonyms"": [""Sangatsu no Lion Second Season""], ""en"": ""March Comes In Like a Lion 2nd Season"", ""ja"": ""3\u6708\u306e\u30e9\u30a4\u30aa\u30f3 \u7b2c2\u30b7\u30ea\u30fc\u30ba""}",2017-10-14,2018-03-31,"Now in his second year of high school, Rei Kiriyama continues pushing through his struggles in the professional shogi world as well as his personal life. Surrounded by vibrant personalities at the shogi hall, the school club, and in the local community, his solitary shell slowly begins to crack. Among them are the three Kawamoto sisters—Akari, Hinata, and Momo—who forge an affectionate and familial bond with Rei. Through these ties, he realizes that everyone is burdened by their own emotional hardships and begins learning how to rely on others while supporting them in return. 

Nonetheless, the life of a professional is not easy. Between tournaments, championships, and title matches, the pressure mounts as Rei advances through the ranks and encounters incredibly skilled opponents. As he manages his relationships with those who have grown close to him, the shogi player continues to search for the reason he plays the game that defines his career.

[Written by MAL Rewrite]",8.91,19,591,418508,206808,"[{""id"": 53, ""name"": ""Childcare""}, {""id"": 8, ""name"": ""Drama""}, {""id"": 42, ""name"": ""Seinen""}, {""id"": 11, ""name"": ""Strategy Game""}]",tv,finished_airing,22
